Series_Name,Country_Name,Country_Code,yr_1990,yr_2000,yr_2011,yr_2012,yr_2013,yr_2014,yr_2015,yr_2016,yr_2017,yr_2018,yr_2019,yr_2020
"Labor force participation rate for ages 15-24, male (%)",Romania,ROU,..,45.690299987793,35.3190002441406,35.3345985412598,35.1249008178711,34.8272018432617,36.9919013977051,33.8978004455566,34.6269989013672,34.5820999145508,35.6589012145996,..
"Labor force participation rate for ages 15-24, male (%)",Russian Federation,RUS,..,47.4560012817383,45.7747993469238,43.8741989135742,44.0965995788574,43.046501159668,41.8723983764648,41.8693008422852,39.2235984802246,37.5414009094238,36.5059013366699,..
"Labor force participation rate for ages 15-24, male (%)",Rwanda,RWA,..,..,..,..,..,65.7008972167969,..,..,41.4464988708496,42.5567016601563,41.1862983703613,..
"Labor force participation rate for ages 15-24, male (%)",Samoa,WSM,..,..,..,27.1326007843018,..,27.1399993896484,..,..,38.0774002075195,..,..,..
"Labor force participation rate for ages 15-24, male (%)",San Marino,SMR,63.0200004577637,..,..,..,..,..,..,34.3499984741211,..,..,42.6300010681152,..
"Labor force participation rate for ages 15-24, male (%)",Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Saudi Arabia,SAU,..,29.1499996185303,27.3700008392334,26.2199993133545,26.2099990844727,26.2700004577637,24.3199996948242,27.3400001525879,..,29.8700008392334,..,..
"Labor force participation rate for ages 15-24, male (%)",Senegal,SEN,..,..,51.560001373291,..,..,..,33.8783988952637,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Serbia,SRB,..,..,35.4424018859863,36.6053009033203,34.0339012145996,35.2630004882813,35.4336013793945,36.7860984802246,36.8325004577637,36.3016014099121,36.1916007995605,..
"Labor force participation rate for ages 15-24, male (%)",Seychelles,SYC,..,..,55.0200004577637,..,..,59.0527992248535,59.3902015686035,59.1244010925293,61.0204010009766,56.8772010803223,52.709300994873,..
"Labor force participation rate for ages 15-24, male (%)",Sierra Leone,SLE,..,..,..,..,..,23.2891006469727,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Singapore,SGP,..,..,..,39.0800018310547,37.7200012207031,39.5200004577637,41.2999992370605,40.939998626709,40.4700012207031,39.189998626709,38.5400009155273,..
"Labor force participation rate for ages 15-24, male (%)",Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Slovak Republic,SVK,..,47.7680015563965,37.1646003723145,37.0666999816895,37.5560989379883,38.0462989807129,38.2583999633789,39.7507019042969,39.5651016235352,39.6904983520508,36.7781982421875,..
"Labor force participation rate for ages 15-24, male (%)",Slovenia,SVN,..,40.725700378418,41.9618988037109,38.1398010253906,37.1291999816895,36.5654983520508,38.9001007080078,36.8456993103027,42.8703994750977,42.3633995056152,39.1069984436035,..
"Labor force participation rate for ages 15-24, male (%)",Solomon Islands,SLB,..,..,..,..,69.8314971923828,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",South Africa,ZAF,..,31.9230995178223,27.4804992675781,27.8096008300781,27.8899002075195,27.6987991333008,29.4664001464844,29.2506008148193,29.1613998413086,28.2208995819092,28.1581001281738,..
"Labor force participation rate for ages 15-24, male (%)",South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Spain,ESP,51.5745010375977,46.6819000244141,42.565601348877,40.3499984741211,39.5872001647949,37.3512992858887,36.1716003417969,34.7268981933594,35.092098236084,35.100399017334,35.128101348877,..
"Labor force participation rate for ages 15-24, male (%)",Sri Lanka,LKA,59.5699996948242,56.1300010681152,44.9724006652832,44.6300010681152,44.6419982910156,42.6002998352051,42.5909996032715,42.7734985351563,42.253101348877,39.5875015258789,..,..
"Labor force participation rate for ages 15-24, male (%)",St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",St. Lucia,LCA,..,..,..,..,..,..,..,..,61.9157981872559,63.1012001037598,57.8286018371582,..
"Labor force participation rate for ages 15-24, male (%)",St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Sudan,SDN,49.1500015258789,..,39.8391990661621,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Suriname,SUR,41.4900016784668,..,42.689998626709,40.4700012207031,40.5,40.6599998474121,40.2999992370605,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Sweden,SWE,69.3010025024414,41.0532989501953,53.1747016906738,51.771800994873,53.8731002807617,54.8815994262695,53.8381996154785,54.1796989440918,54.0758018493652,52.828498840332,53.9450988769531,..
"Labor force participation rate for ages 15-24, male (%)",Switzerland,CHE,71.5500030517578,70.6390991210938,69.1541976928711,68.8825988769531,68.9189987182617,68.3366012573242,66.7546005249023,67.774299621582,69.5364990234375,68.3383026123047,66.6412963867188,..
"Labor force participation rate for ages 15-24, male (%)",Syrian Arab Republic,SYR,..,62.4599990844727,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Tajikistan,TJK,..,..,..,..,..,..,..,30.5900001525879,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Tanzania,TZA,..,..,65.9400024414063,..,69.9599990844727,74.4171981811523,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Thailand,THA,79.4899978637695,57.810001373291,55.9500007629395,55.7700004577637,52.9729995727539,50.8120994567871,49.530101776123,48.6910018920898,47.9967002868652,49.1120986938477,47.2853012084961,..
"Labor force participation rate for ages 15-24, male (%)",Timor-Leste,TLS,..,..,..,..,16.8290996551514,..,..,42.8675003051758,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Togo,TGO,..,..,64.8423004150391,..,..,49.9049987792969,55.064998626709,..,22.3528003692627,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Tonga,TON,56.6100006103516,..,..,..,..,..,..,..,..,28.0510997772217,..,..
"Labor force participation rate for ages 15-24, male (%)",Trinidad and Tobago,TTO,63.4199981689453,61.1699981689453,54.3919982910156,52.7994995117188,52.0316009521484,51.2351989746094,51.0747985839844,47.2033996582031,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Tunisia,TUN,..,..,42.7400016784668,47.0603981018066,44.5175018310547,..,39.4093017578125,41.2431983947754,41.3163986206055,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Turkey,TUR,71.8399963378906,57.5769996643066,51.3042984008789,49.7560997009277,51.0112991333008,53.9115982055664,53.956901550293,54.2038993835449,55.1353988647461,56.1287994384766,55.8031997680664,..
"Labor force participation rate for ages 15-24, male (%)",Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Tuvalu,TUV,..,..,..,..,..,..,..,52.7210998535156,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Uganda,UGA,..,..,..,56.263599395752,77.0999984741211,..,..,..,42.388500213623,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Ukraine,UKR,..,..,..,..,..,44.0400009155273,40.5699996948242,38.9000015258789,38.5499992370605,37.1566009521484,40.5290985107422,..
"Labor force participation rate for ages 15-24, male (%)",United Arab Emirates,ARE,..,..,..,..,..,..,..,..,63.3306007385254,61.9035987854004,59.9799003601074,..
"Labor force participation rate for ages 15-24, male (%)",United Kingdom,GBR,76.6968994140625,67.0017013549805,60.734001159668,60.9241981506348,60.212100982666,59.4961013793945,59.9712982177734,59.1789016723633,58.1502990722656,58.5217018127441,57.5623016357422,..
"Labor force participation rate for ages 15-24, male (%)",United States,USA,71.8000030517578,68.5859985351563,56.6049995422363,57.6627998352051,56.5942993164063,56.4112014770508,56.1808013916016,56.5208015441895,56.6491012573242,55.9006996154785,56.5988998413086,..
"Labor force participation rate for ages 15-24, male (%)",Uruguay,URY,37.7900009155273,65.9775009155273,62.4062004089355,60.9548988342285,61.4468002319336,60.3907012939453,57.1363983154297,55.6319007873535,54.2697982788086,52.6832008361816,50.353099822998,..
"Labor force participation rate for ages 15-24, male (%)",Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)","Venezuela, RB",VEN,62.2200012207031,..,53.0792007446289,52.0568008422852,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Vietnam,VNM,..,55.2999992370605,60.2158012390137,58.5311012268066,61.0774002075195,60.7970008850098,62.55419921875,59.8777008056641,59.9062995910645,58.5503997802734,56.6554985046387,..
"Labor force participation rate for ages 15-24, male (%)",Virgin Islands (U.S.),VIR,50.1399993896484,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",West Bank and Gaza,PSE,..,48.3112983703613,44.3535995483398,46.7336006164551,47.0387001037598,47.0773010253906,50.4276008605957,50.3067016601563,50.7526016235352,50.0691986083984,49.3768005371094,..
"Labor force participation rate for ages 15-24, male (%)","Yemen, Rep.",YEM,..,..,..,..,..,44.8391990661621,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Zambia,ZMB,..,44.060001373291,..,..,..,..,..,..,22.482400894165,18.7451992034912,..,..
"Labor force participation rate for ages 15-24, male (%)",Zimbabwe,ZWE,..,..,78.2593994140625,53.0400009155273,..,80.1302032470703,..,..,..,..,36.1290016174316,..
"Labor force participation rate for ages 15-24, male (%)",Arab World,ARB,..,..,..,..,..,44.8585601054753,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Caribbean small states,CSS,59.8627447929097,..,42.5300138380005,43.6372937446215,43.9832700262451,43.1415275484308,43.2544312048272,43.6454961943931,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Central Europe and the Baltics,CEB,..,42.6506470788119,36.1991986430603,36.2693244831964,36.4771652790065,37.0070340433706,37.3060937852242,37.5126450669484,37.7543380390469,37.1129243408734,36.9581792145627,..
"Labor force participation rate for ages 15-24, male (%)",Early-demographic dividend,EAR,..,62.1731691047915,..,50.516757768081,..,..,..,..,..,46.4358286325785,..,..
"Labor force participation rate for ages 15-24, male (%)",East Asia & Pacific,EAS,71.5057140072099,63.0440265403899,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",East Asia & Pacific (excluding high income),EAP,74.7992512492819,65.2057570487303,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",East Asia & Pacific (IDA & IBRD countries),TEA,74.7992512492819,65.2057570487303,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Euro area,EMU,54.1701097403858,47.5331407418094,44.6395150587766,44.1872854432821,43.5527886294208,42.6830364783307,42.214202493039,41.9460569377915,42.0632516006936,42.6644567561668,42.8861346796593,..
"Labor force participation rate for ages 15-24, male (%)",Europe & Central Asia,ECS,..,49.7266758899879,46.335766763201,45.7702720068228,45.7821697578472,45.5486145194434,45.1805427043134,44.7705578545674,44.8049684175741,44.8830756519011,44.8656687280709,..
"Labor force participation rate for ages 15-24, male (%)",Europe & Central Asia (excluding high income),ECA,..,..,46.5424379012233,45.4650929006205,46.1378225798839,46.2507841233632,45.5793121639055,44.8359635256296,44.9394959570304,44.6436693962417,44.4839059482962,..
"Labor force participation rate for ages 15-24, male (%)",Europe & Central Asia (IDA & IBRD countries),TEC,..,..,45.0134040687649,44.0137824953288,44.5374665851813,44.8720749200051,44.3777551269623,43.8240636352601,43.9015230929657,43.5895232543394,43.4939519476619,..
"Labor force participation rate for ages 15-24, male (%)",European Union,EUU,55.0149069626283,46.3892508358679,43.1321120213134,42.7964332775714,42.4127837515715,41.9324030427295,41.6565669158329,41.5190900125626,41.6860220884143,41.9920201574745,42.2524727748216,..
"Labor force participation rate for ages 15-24, male (%)",Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",High income,HIC,58.2998436689772,53.3091243842668,47.9374715021489,48.0154273618013,47.6750646847495,47.6325995728731,47.5027545740591,47.8537525890598,48.769094680276,48.2069264533045,49.1895986924499,..
"Labor force participation rate for ages 15-24, male (%)",IBRD only,IBD,..,62.4243403493596,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",IDA & IBRD total,IBT,..,62.88956714086,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",IDA blend,IDB,..,..,49.0705652580048,..,45.6047116349806,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Late-demographic dividend,LTE,76.7243845019837,63.5278475345717,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Latin America & Caribbean,LCN,69.0786235416421,..,61.8838745842786,61.2492388760667,60.2829969739803,59.7408760218035,59.9779277572114,59.2769897451364,58.5460425314198,58.0930004818669,58.0286676070074,..
"Labor force participation rate for ages 15-24, male (%)",Latin America & Caribbean (excluding high income),LAC,70.2272036402143,..,62.6415033157375,62.0051852061198,60.9059180424597,60.3540114297567,60.6849548843811,60.018836720785,59.2321759367243,58.809831451017,58.8314196654992,..
"Labor force participation rate for ages 15-24, male (%)",Latin America & the Caribbean (IDA & IBRD countries),TLA,69.3097564326788,..,62.0609410729253,61.4111640287132,60.2857123330864,59.745677986822,59.9827517409866,59.2824377295392,58.5460425314198,58.0981765625133,58.0286676070074,..
"Labor force participation rate for ages 15-24, male (%)",Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Low & middle income,LMY,..,63.2576164282621,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Lower middle income,LMC,..,63.2088031513116,..,..,..,..,..,..,..,44.672935765227,..,..
"Labor force participation rate for ages 15-24, male (%)",Middle East & North Africa,MEA,..,..,..,..,..,44.1165332465672,40.7523512548739,42.0055350018403,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,45.1915572304923,41.8260231112203,42.5941788543611,40.6885354492242,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,45.160262923023,41.6415331508376,42.4497680469195,40.4726428658325,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Middle income,MIC,..,63.3308168064739,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",North America,NAC,71.8593405127817,68.320245993112,57.3533989262086,58.1947388044917,57.2731695858014,57.1047142114954,56.92183685364,57.1717346009568,57.3224828029741,56.5937230045772,57.2938184345564,..
"Labor force participation rate for ages 15-24, male (%)",Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",OECD members,OED,59.8101197873745,56.4011164120077,51.6177045250176,51.7135922711912,51.2481573306961,51.2914255076484,51.1264231491225,51.1276981331065,51.127445989945,51.2347584562263,51.5330446709071,..
"Labor force participation rate for ages 15-24, male (%)",Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Post-demographic dividend,PST,58.9424549998706,55.3951188635805,49.7809745926236,49.9422274783694,49.441451780686,49.0977101301074,48.8903543374657,49.0169290204532,49.1559628760959,49.196636761154,49.8584121442918,..
"Labor force participation rate for ages 15-24, male (%)",Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",South Asia,SAS,..,64.3495596689752,..,48.8863198876445,..,..,..,..,..,44.3016345832763,..,..
"Labor force participation rate for ages 15-24, male (%)",South Asia (IDA & IBRD),TSA,..,64.3495596689752,..,48.8863198876445,..,..,..,..,..,44.3016345832763,..,..
"Labor force participation rate for ages 15-24, male (%)",Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Upper middle income,UMC,74.5114699247347,63.4490336216292,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",World,WLD,..,61.4150329400696,..,..,..,..,..,..,..,..,..,..
